age,job,marital,deposit
38,management,married,yes
33,management,single,yes
53,admin.,married,yes
64,retired,married,yes
84,retired,divorced,yes
62,retired,married,yes
41,admin.,married,yes
29,admin.,single,yes
53,technician,married,yes
30,technician,single,yes
37,management,married,yes
78,retired,married,yes
47,blue-collar,married,yes
61,technician,married,yes
46,self-employed,married,yes
31,unemployed,single,yes
21,student,single,yes
71,retired,married,yes
52,admin.,single,yes
25,student,single,yes
60,technician,married,yes
30,admin.,single,yes
29,unemployed,single,yes
52,management,married,yes
59,management,married,yes
38,technician,married,yes
33,services,single,yes
31,technician,single,yes
40,technician,married,yes
28,technician,married,yes
66,management,married,yes
32,admin.,single,yes
67,retired,married,yes
39,unemployed,divorced,yes
46,housemaid,married,yes
54,retired,married,yes
47,services,divorced,yes
45,technician,married,yes
63,blue-collar,married,yes
60,unemployed,married,yes
29,management,married,yes
33,services,single,yes
48,housemaid,married,yes
26,technician,single,yes
55,admin.,married,yes
36,technician,married,yes
33,admin.,single,yes
28,blue-collar,single,yes
28,services,single,yes
31,management,single,yes
28,management,single,yes
49,admin.,single,yes
27,blue-collar,single,yes
28,admin.,married,yes
65,admin.,married,yes
30,technician,single,yes
38,admin.,married,yes
36,technician,divorced,yes
63,retired,divorced,yes
63,retired,married,yes
28,management,single,yes
80,retired,married,yes
39,blue-collar,married,yes
31,management,single,yes
39,services,married,yes
30,blue-collar,single,yes
67,retired,married,yes
29,blue-collar,single,yes
36,management,married,yes
24,student,single,yes
30,technician,single,yes
21,student,single,yes
27,admin.,single,yes
56,admin.,married,yes
66,admin.,married,yes
71,retired,divorced,yes
26,services,single,yes
62,retired,married,yes
32,self-employed,single,yes
68,retired,divorced,yes
37,admin.,married,yes
27,management,single,yes
45,technician,single,yes
64,retired,married,yes
38,student,divorced,yes
66,housemaid,married,yes
30,management,single,yes
39,technician,single,yes
24,technician,single,yes
49,technician,married,yes
34,management,married,yes
46,blue-collar,married,yes
32,technician,single,yes
52,blue-collar,married,yes
25,blue-collar,single,yes
57,management,divorced,yes
64,retired,divorced,yes
33,management,single,yes
36,management,single,yes
59,management,married,yes
25,student,single,yes
43,services,married,yes
37,self-employed,single,yes
49,management,married,yes
42,technician,divorced,yes
27,blue-collar,single,yes
29,technician,single,yes
37,technician,married,yes
47,management,single,yes
38,management,single,yes
48,management,single,yes
55,housemaid,divorced,yes
39,technician,single,yes
49,admin.,single,yes
68,retired,divorced,yes
45,management,married,yes
67,retired,married,yes
60,retired,married,yes
31,blue-collar,single,yes
58,blue-collar,married,yes
41,admin.,married,yes
23,services,single,yes
35,unemployed,married,yes
33,management,single,yes
32,technician,divorced,yes
48,admin.,single,yes
43,management,single,yes
32,technician,single,yes
74,retired,divorced,yes
32,management,single,yes
63,retired,married,yes
28,student,single,yes
31,services,single,yes
26,blue-collar,single,yes
31,student,single,yes
39,management,divorced,yes
28,services,single,yes
30,technician,single,yes
24,admin.,single,yes
32,management,single,yes
46,management,divorced,yes
60,technician,married,yes
37,technician,married,yes
48,management,single,yes
52,services,married,yes
29,management,single,yes
71,retired,divorced,yes
47,management,single,yes
70,retired,married,yes
28,management,single,yes
31,self-employed,married,yes
80,retired,married,yes
29,management,single,yes
23,student,single,yes
34,services,single,yes
69,retired,married,yes
19,student,single,yes
35,blue-collar,single,yes
38,admin.,married,yes
32,technician,single,yes
50,unknown,married,yes
27,technician,single,yes
53,admin.,single,yes
35,self-employed,married,yes
43,admin.,single,yes
30,self-employed,single,yes
57,retired,married,yes
31,management,single,yes
65,retired,divorced,yes
25,blue-collar,single,yes
33,management,single,yes
79,retired,divorced,yes
24,student,single,yes
27,technician,single,yes
36,management,single,yes
26,blue-collar,single,yes
51,management,married,yes
70,retired,divorced,yes
23,student,single,yes
41,technician,single,yes
53,technician,married,yes
86,retired,married,yes
27,student,single,yes
34,technician,single,yes
68,retired,divorced,yes
35,management,married,yes
28,student,single,yes
66,retired,married,yes
30,management,single,yes
60,retired,divorced,yes
46,admin.,married,yes
68,retired,married,yes
63,blue-collar,married,yes
29,student,single,yes
35,services,married,yes
64,retired,married,yes
22,student,single,yes
19,student,single,yes
31,management,divorced,yes
48,unemployed,married,yes
33,technician,married,yes
34,technician,married,yes
46,technician,married,yes
60,admin.,married,yes
36,management,divorced,yes
32,entrepreneur,married,yes
45,management,married,yes
44,management,single,yes
57,retired,married,yes
29,admin.,single,yes
31,unemployed,divorced,yes
54,blue-collar,married,yes
49,management,divorced,yes
35,admin.,single,yes
24,admin.,single,yes
43,management,married,yes
34,unemployed,single,yes
27,admin.,married,yes
54,management,divorced,yes
38,management,married,yes
34,technician,single,yes
93,retired,married,yes
36,management,married,yes
33,admin.,single,yes
35,management,married,yes
41,admin.,married,yes
36,technician,divorced,yes
30,student,single,yes
41,technician,single,yes
29,management,single,yes
82,retired,married,yes
37,technician,married,yes
46,admin.,married,yes
44,self-employed,divorced,yes
61,self-employed,married,yes
33,management,single,yes
23,management,single,yes
45,technician,married,yes
61,retired,married,yes
40,admin.,married,yes
82,housemaid,divorced,yes
27,technician,single,yes
26,technician,married,yes
27,student,single,yes
53,blue-collar,married,yes
54,management,married,yes
64,retired,married,yes
57,technician,married,yes
31,management,single,yes
61,admin.,married,yes
35,unemployed,single,yes
77,retired,married,yes
36,services,married,yes
32,management,married,yes
61,management,married,yes
69,retired,single,yes
69,technician,married,yes
34,admin.,married,yes
45,management,single,yes
64,retired,married,yes
35,technician,single,yes
22,student,single,yes
34,management,single,yes
34,management,married,yes
55,technician,married,yes
53,admin.,single,yes
63,management,married,yes
37,management,single,yes
29,student,single,yes
29,student,single,yes
38,management,married,yes
62,retired,married,yes
34,technician,married,yes
56,services,married,yes
48,housemaid,single,yes
42,management,married,yes
68,retired,married,yes
43,blue-collar,married,yes
62,retired,married,yes
68,retired,married,yes
38,management,married,yes
63,entrepreneur,married,yes
48,admin.,married,yes
45,admin.,married,yes
59,unemployed,married,yes
35,unemployed,single,yes
32,management,married,yes
93,retired,married,yes
33,technician,married,yes
48,housemaid,single,yes
38,services,married,yes
29,management,single,yes
38,technician,married,yes
41,technician,single,yes
57,technician,divorced,yes
53,management,married,yes
56,management,divorced,yes
33,technician,single,yes
41,management,married,yes
34,admin.,divorced,yes
29,housemaid,single,yes
34,management,single,yes
21,entrepreneur,single,yes
37,management,married,yes
33,student,married,yes
45,management,married,yes
61,blue-collar,married,yes
22,student,single,yes
37,management,married,yes
45,admin.,married,yes
35,admin.,single,yes
28,blue-collar,single,yes
31,blue-collar,single,yes
62,management,married,yes
47,management,married,yes
57,admin.,married,yes
60,technician,married,yes
25,student,single,yes
40,blue-collar,married,yes
33,management,married,yes
53,unemployed,married,yes
30,technician,single,yes
36,student,single,yes
56,technician,divorced,yes
38,entrepreneur,single,yes
29,admin.,single,yes
61,retired,married,yes
62,blue-collar,married,yes
24,student,single,yes
65,entrepreneur,married,yes
70,retired,married,yes
60,technician,married,yes
30,student,single,yes
51,management,married,yes
36,self-employed,single,yes
42,management,married,yes
58,management,married,yes
43,blue-collar,married,yes
77,retired,married,yes
34,blue-collar,married,yes
35,blue-collar,married,yes
39,blue-collar,married,yes
35,self-employed,married,yes
41,admin.,married,yes
25,student,single,yes
51,blue-collar,married,yes
48,unemployed,married,yes
26,unemployed,single,yes
55,unknown,married,yes
49,services,married,yes
29,self-employed,single,yes
67,housemaid,divorced,yes
42,admin.,divorced,yes
35,management,married,yes
37,technician,married,yes
35,management,divorced,yes
61,retired,married,yes
60,services,married,yes
33,technician,married,yes
27,blue-collar,single,yes
24,student,single,yes
57,retired,married,yes
63,admin.,married,yes
61,housemaid,married,yes
52,self-employed,married,yes
34,admin.,single,yes
28,management,single,yes
60,management,married,yes
32,admin.,married,yes
34,management,married,yes
31,services,single,yes
28,blue-collar,single,yes
55,admin.,married,yes
65,retired,married,yes
37,management,married,yes
35,management,single,yes
33,admin.,single,yes
75,retired,married,yes
48,unknown,single,yes
33,entrepreneur,single,yes
38,management,married,yes
25,student,single,yes
41,unemployed,single,yes
25,student,single,yes
27,student,single,yes
49,admin.,single,yes
43,technician,married,yes
52,management,married,yes
48,management,married,yes
29,unemployed,single,yes
43,admin.,single,yes
65,admin.,married,yes
72,retired,married,yes
26,technician,single,yes
37,services,married,yes
37,management,married,yes
28,management,single,yes
61,retired,married,yes
32,blue-collar,married,yes
51,management,single,yes
38,admin.,married,yes
34,management,divorced,yes
60,unemployed,married,yes
24,student,single,yes
36,management,married,yes
46,student,single,yes
80,retired,married,yes
37,management,single,yes
39,management,married,yes
62,retired,married,yes
84,retired,married,yes
24,student,single,yes
24,student,single,yes
28,management,married,yes
31,management,married,yes
33,unemployed,single,yes
33,admin.,single,yes
64,retired,married,yes
48,technician,married,yes
28,admin.,married,yes
28,student,single,yes
69,retired,married,yes
28,management,single,yes
24,admin.,single,yes
52,unemployed,married,yes
37,services,single,yes
25,student,single,yes
58,management,married,yes
62,retired,married,yes
41,admin.,married,yes
28,management,single,yes
75,retired,married,yes
21,student,single,yes
40,entrepreneur,married,yes
35,blue-collar,married,yes
49,management,married,yes
39,management,married,yes
63,admin.,divorced,yes
38,management,married,yes
72,retired,married,yes
31,management,single,yes
49,technician,married,yes
29,management,married,yes
39,admin.,divorced,yes
78,retired,divorced,yes
61,housemaid,married,yes
60,retired,married,yes
58,management,divorced,yes
67,retired,married,yes
20,student,single,yes
28,admin.,single,yes
41,management,married,yes
31,student,single,yes
37,management,divorced,yes
81,retired,married,yes
46,management,divorced,yes
46,services,married,yes
44,management,divorced,yes
23,technician,single,yes
40,entrepreneur,married,yes
27,management,married,yes
60,admin.,married,yes
55,management,married,yes
43,unemployed,married,yes
26,management,single,yes
25,management,single,yes
31,housemaid,married,yes
54,services,single,yes
29,unemployed,single,yes
36,admin.,single,yes
59,management,married,yes
37,blue-collar,single,yes
28,management,single,yes
35,admin.,single,yes
32,blue-collar,single,yes
49,management,married,yes
50,services,married,yes
55,services,divorced,yes
81,retired,divorced,yes
24,management,single,yes
38,services,married,yes
61,retired,married,yes
